Created_Date Asia/Kolkata,AQI,PM2.5,PM10
2019-06-13 15:17:27,83,50.0,69.0
2019-06-13 15:17:47,83,50.0,62.0
2019-06-13 15:18:07,83,50.0,61.0
2019-06-13 15:18:27,78,47.0,62.0
2019-06-13 15:18:47,78,47.0,64.0
2019-06-13 15:19:07,83,50.0,75.0
2019-06-13 15:19:27,83,50.0,67.0
2019-06-13 15:19:47,83,50.0,59.0
2019-06-13 15:20:08,78,47.0,59.0
2019-06-13 15:20:28,83,50.0,59.0
2019-06-13 15:20:48,78,47.0,53.0
2019-06-13 15:21:08,78,47.0,57.0
2019-06-13 15:21:28,83,50.0,56.0
2019-06-13 15:21:48,78,47.0,54.0
2019-06-13 15:22:08,78,47.0,65.0
2019-06-13 15:22:28,83,50.0,70.0
2019-06-13 15:22:48,78,47.0,70.0
2019-06-13 15:23:08,78,47.0,67.0
2019-06-13 15:23:28,78,47.0,67.0
2019-06-13 15:23:48,78,47.0,65.0
2019-06-13 15:24:08,78,47.0,70.0
2019-06-13 15:24:28,78,47.0,75.0
2019-06-13 15:24:48,72,44.0,61.0
2019-06-13 15:25:07,78,47.0,61.0
2019-06-13 15:25:27,78,47.0,69.0
2019-06-13 15:25:47,78,47.0,67.0
2019-06-13 15:26:07,78,47.0,67.0
2019-06-13 15:26:27,78,47.0,73.0
2019-06-13 15:26:47,83,50.0,75.0
2019-06-13 15:27:07,106,58.0,110.0
2019-06-13 15:27:27,122,61.0,133.0
2019-06-13 15:27:47,113,60.0,120.0
2019-06-13 15:28:27,99,57.0,99.0
2019-06-13 15:28:47,94,57.0,94.0
2019-06-13 15:29:07,94,57.0,91.0
2019-06-13 15:29:27,101,57.0,102.0
2019-06-13 15:30:09,99,57.0,99.0
2019-06-13 15:30:29,98,57.0,98.0
2019-06-13 15:30:49,94,57.0,89.0
2019-06-13 15:31:09,93,56.0,81.0
2019-06-13 15:31:29,88,53.0,69.0
2019-06-13 15:31:49,83,50.0,70.0
2019-06-13 15:32:09,78,47.0,57.0
2019-06-13 15:32:29,78,47.0,61.0
2019-06-13 15:32:49,78,47.0,62.0
2019-06-13 15:33:09,83,50.0,67.0
2019-06-13 15:33:29,83,50.0,59.0
2019-06-13 15:33:49,83,50.0,73.0
2019-06-13 15:34:09,78,47.0,72.0
2019-06-13 15:34:29,78,47.0,64.0
2019-06-13 15:34:49,83,50.0,64.0
2019-06-13 15:35:09,78,47.0,64.0
2019-06-13 15:35:29,78,47.0,56.0
2019-06-13 15:35:49,78,47.0,61.0
2019-06-13 15:36:09,83,50.0,61.0
2019-06-13 15:36:29,83,50.0,67.0
2019-06-13 15:36:49,78,47.0,65.0
2019-06-13 15:37:09,83,50.0,70.0
2019-06-13 15:37:29,83,50.0,73.0
2019-06-13 15:37:49,83,50.0,75.0
2019-06-13 15:38:09,83,50.0,69.0
2019-06-13 15:38:29,83,50.0,65.0
2019-06-13 15:38:49,83,50.0,65.0
2019-06-13 15:39:09,83,50.0,59.0
2019-06-13 15:39:29,83,50.0,65.0
2019-06-13 15:39:51,83,50.0,69.0
2019-06-13 15:40:11,88,53.0,69.0
2019-06-13 15:40:31,78,47.0,69.0
2019-06-13 15:40:51,78,47.0,62.0
2019-06-13 15:41:11,83,50.0,69.0
2019-06-13 15:41:51,83,50.0,72.0
2019-06-13 15:42:11,83,50.0,62.0
2019-06-13 15:42:31,83,50.0,62.0
2019-06-13 15:42:51,78,47.0,67.0
2019-06-13 15:43:11,83,50.0,64.0
2019-06-13 15:43:31,78,47.0,65.0
2019-06-13 15:43:51,78,47.0,62.0
2019-06-13 15:44:11,83,50.0,62.0
2019-06-13 15:44:31,83,50.0,64.0
2019-06-13 15:44:51,78,47.0,65.0
2019-06-13 15:45:11,78,47.0,67.0
2019-06-13 15:45:31,78,47.0,65.0
2019-06-13 15:45:51,83,50.0,73.0
2019-06-13 15:46:11,83,50.0,77.0
2019-06-13 15:46:31,83,50.0,70.0
2019-06-13 15:46:51,83,50.0,67.0
2019-06-13 15:47:11,88,53.0,73.0
2019-06-13 15:47:31,88,53.0,72.0
2019-06-13 15:47:51,83,50.0,70.0
2019-06-13 15:48:11,83,50.0,64.0
2019-06-13 15:48:31,83,50.0,62.0
2019-06-13 15:48:51,83,50.0,65.0
2019-06-13 15:49:11,83,50.0,65.0
2019-06-13 15:49:31,78,47.0,64.0
2019-06-13 15:49:51,78,47.0,65.0
2019-06-13 15:50:11,78,47.0,70.0
2019-06-13 15:50:33,78,47.0,73.0
2019-06-13 15:50:53,83,50.0,70.0
2019-06-13 15:51:13,88,53.0,75.0
2019-06-13 15:51:33,88,53.0,72.0
2019-06-13 15:51:53,83,50.0,77.0
2019-06-13 15:52:14,83,50.0,69.0
2019-06-13 15:52:34,83,50.0,67.0
2019-06-13 15:52:54,78,47.0,65.0
2019-06-13 15:53:14,78,47.0,65.0
2019-06-13 15:53:34,78,47.0,67.0
2019-06-13 15:53:54,83,50.0,70.0
2019-06-13 15:54:14,78,47.0,65.0
2019-06-13 15:54:34,78,47.0,64.0
2019-06-13 15:54:54,78,47.0,67.0
2019-06-13 15:55:34,83,50.0,69.0
2019-06-13 15:55:54,88,53.0,69.0
2019-06-13 15:56:14,88,53.0,75.0
2019-06-13 15:56:34,93,56.0,72.0
2019-06-13 15:56:54,83,50.0,70.0
2019-06-13 15:57:15,83,50.0,77.0
2019-06-13 15:57:35,83,50.0,64.0
2019-06-13 15:57:55,83,50.0,69.0
2019-06-13 15:58:15,93,56.0,85.0
2019-06-13 15:58:35,88,53.0,69.0
2019-06-13 15:58:54,88,53.0,69.0
2019-06-13 15:59:14,83,50.0,57.0
2019-06-13 15:59:34,83,50.0,56.0
2019-06-13 15:59:54,83,50.0,64.0
2019-06-13 16:00:14,83,50.0,62.0
2019-06-13 16:00:35,78,47.0,64.0
2019-06-13 16:00:55,83,50.0,70.0
2019-06-13 16:01:15,83,50.0,72.0
2019-06-13 16:01:35,83,50.0,73.0
2019-06-13 16:01:55,83,50.0,69.0
2019-06-13 16:02:16,83,50.0,64.0
2019-06-13 16:02:36,83,50.0,54.0
2019-06-13 16:02:56,83,50.0,61.0
2019-06-13 16:03:16,83,50.0,72.0
2019-06-13 16:03:36,83,50.0,70.0
2019-06-13 16:03:56,83,50.0,65.0
2019-06-13 16:04:16,83,50.0,69.0
2019-06-13 16:04:36,83,50.0,67.0
2019-06-13 16:04:56,83,50.0,75.0
2019-06-13 16:05:36,83,50.0,61.0
2019-06-13 16:05:56,83,50.0,73.0
2019-06-13 16:06:16,80,47.0,80.0
2019-06-13 16:06:36,78,47.0,75.0
2019-06-13 16:07:16,78,47.0,61.0
2019-06-13 16:07:36,78,47.0,72.0
2019-06-13 16:07:56,83,50.0,75.0
2019-06-13 16:08:16,83,50.0,69.0
2019-06-13 16:08:57,78,47.0,70.0
2019-06-13 16:09:17,88,53.0,73.0
2019-06-13 16:09:37,88,53.0,77.0
2019-06-13 16:09:57,88,53.0,69.0
2019-06-13 16:10:17,88,53.0,75.0
2019-06-13 16:10:37,83,50.0,69.0
2019-06-13 16:10:57,83,50.0,69.0
2019-06-13 16:11:17,88,53.0,67.0
2019-06-13 16:11:37,83,50.0,70.0
2019-06-13 16:12:17,83,50.0,70.0
2019-06-13 16:12:37,83,50.0,73.0
2019-06-13 16:12:57,88,53.0,81.0
2019-06-13 16:13:17,88,53.0,78.0
2019-06-13 16:13:58,88,53.0,83.0
2019-06-13 16:14:18,88,53.0,80.0
2019-06-13 16:14:38,88,53.0,77.0
2019-06-13 16:14:58,83,50.0,64.0
2019-06-13 16:15:38,88,53.0,78.0
2019-06-13 16:15:58,88,53.0,72.0
2019-06-13 16:16:18,88,53.0,69.0
2019-06-13 16:16:38,88,53.0,75.0
2019-06-13 16:17:18,83,50.0,80.0
2019-06-13 16:17:38,88,53.0,72.0
2019-06-13 16:17:58,88,53.0,70.0
2019-06-13 16:18:18,88,53.0,72.0
2019-06-13 16:18:39,88,53.0,78.0
2019-06-13 16:18:59,93,56.0,80.0
2019-06-13 16:19:19,93,56.0,83.0
2019-06-13 16:19:39,93,56.0,89.0
2019-06-13 16:19:59,94,56.0,94.0
2019-06-13 16:20:19,88,53.0,80.0
2019-06-13 16:20:39,83,50.0,72.0
2019-06-13 16:20:59,78,47.0,70.0
2019-06-13 16:21:19,83,50.0,75.0
2019-06-13 16:21:59,88,53.0,75.0
2019-06-13 16:22:19,88,53.0,83.0
2019-06-13 16:22:39,93,53.0,93.0
2019-06-13 16:22:59,96,53.0,96.0
2019-06-13 16:23:39,88,53.0,85.0
2019-06-13 16:23:59,88,53.0,77.0
2019-06-13 16:24:19,88,53.0,78.0
2019-06-13 16:24:39,88,53.0,75.0
2019-06-13 16:25:18,89,50.0,89.0
2019-06-13 16:25:38,83,50.0,81.0
2019-06-13 16:25:58,94,56.0,94.0
2019-06-13 16:26:18,83,50.0,80.0
2019-06-13 16:27:00,83,50.0,73.0
2019-06-13 16:27:20,83,50.0,69.0
2019-06-13 16:27:40,83,50.0,77.0
2019-06-13 16:28:00,91,50.0,91.0
2019-06-13 16:28:40,88,53.0,81.0
2019-06-13 16:29:00,88,53.0,86.0
2019-06-13 16:29:20,89,53.0,89.0
2019-06-13 16:29:40,89,53.0,89.0
2019-06-13 16:30:21,88,53.0,85.0
2019-06-13 16:30:41,93,56.0,85.0
2019-06-13 16:31:01,83,50.0,83.0
2019-06-13 16:31:21,88,53.0,85.0
2019-06-13 16:31:41,88,53.0,75.0
2019-06-13 16:32:01,88,53.0,86.0
2019-06-13 16:32:21,93,53.0,93.0
2019-06-13 16:32:41,93,56.0,93.0
2019-06-13 16:33:01,88,53.0,83.0
2019-06-13 16:33:41,86,50.0,86.0
2019-06-13 16:34:01,80,47.0,80.0
2019-06-13 16:34:21,86,50.0,86.0
2019-06-13 16:34:41,94,53.0,94.0
2019-06-13 16:35:22,89,53.0,89.0
2019-06-13 16:35:42,89,50.0,89.0
2019-06-13 16:36:02,94,50.0,94.0
2019-06-13 16:36:22,91,50.0,91.0
2019-06-13 16:36:42,89,50.0,89.0
2019-06-13 16:37:02,89,50.0,89.0
2019-06-13 16:37:22,69,41.0,69.0
2019-06-13 16:37:42,78,44.0,78.0
2019-06-13 16:38:02,69,41.0,69.0
2019-06-13 16:38:42,78,47.0,75.0
2019-06-13 16:39:02,89,50.0,89.0
2019-06-13 16:39:22,83,47.0,83.0
2019-06-13 16:39:42,91,50.0,91.0
2019-06-13 16:40:23,88,53.0,88.0
2019-06-13 16:40:43,93,56.0,91.0
2019-06-13 16:41:03,91,53.0,91.0
2019-06-13 16:41:23,88,53.0,85.0
2019-06-13 16:42:03,88,53.0,85.0
2019-06-13 16:42:23,89,50.0,89.0
2019-06-13 16:42:43,98,53.0,98.0
2019-06-13 16:43:03,88,53.0,88.0
2019-06-13 16:43:23,88,53.0,86.0
2019-06-13 16:43:43,88,53.0,83.0
2019-06-13 16:44:03,98,53.0,98.0
2019-06-13 16:44:23,98,53.0,98.0
2019-06-13 16:44:43,94,53.0,94.0
2019-06-13 16:45:03,88,53.0,81.0
2019-06-13 16:45:23,88,53.0,81.0
2019-06-13 16:45:43,93,56.0,89.0
2019-06-13 16:46:03,88,53.0,86.0
2019-06-13 16:46:23,88,53.0,88.0
2019-06-13 16:46:44,86,50.0,86.0
2019-06-13 16:47:04,88,53.0,85.0
2019-06-13 16:47:24,93,56.0,89.0
2019-06-13 16:47:44,89,53.0,89.0
2019-06-13 16:48:04,88,53.0,86.0
2019-06-13 16:48:24,89,53.0,89.0
2019-06-13 16:48:44,89,53.0,89.0
2019-06-13 16:49:04,94,56.0,94.0
2019-06-13 16:49:24,93,53.0,93.0
2019-06-13 16:49:44,88,53.0,85.0
2019-06-13 16:50:03,89,53.0,89.0
2019-06-13 16:50:23,88,53.0,83.0
2019-06-13 16:50:43,96,53.0,96.0
2019-06-13 16:51:03,104,56.0,107.0
2019-06-13 16:51:44,99,56.0,99.0
2019-06-13 16:52:04,93,56.0,88.0
2019-06-13 16:52:24,99,53.0,99.0
2019-06-13 16:52:44,96,56.0,96.0
2019-06-13 16:53:25,98,56.0,98.0
2019-06-13 16:53:45,93,56.0,86.0
2019-06-13 16:54:05,89,53.0,89.0
2019-06-13 16:54:25,104,57.0,106.0
2019-06-13 16:55:05,96,56.0,96.0
2019-06-13 16:55:25,101,56.0,102.0
2019-06-13 16:55:45,102,57.0,104.0
2019-06-13 16:56:05,101,56.0,101.0
2019-06-13 16:56:26,94,56.0,94.0
2019-06-13 16:56:46,109,57.0,114.0
2019-06-13 16:57:06,104,57.0,106.0
2019-06-13 16:57:26,89,53.0,89.0
2019-06-13 16:57:46,93,53.0,93.0
2019-06-13 16:58:06,101,56.0,102.0
2019-06-13 16:58:26,104,57.0,106.0
2019-06-13 16:58:46,96,56.0,96.0
2019-06-13 16:59:06,93,56.0,93.0
2019-06-13 16:59:26,93,56.0,91.0
2019-06-13 16:59:46,99,56.0,99.0
2019-06-13 17:00:07,102,57.0,104.0
2019-06-13 17:00:27,94,57.0,94.0
2019-06-13 17:00:47,101,57.0,101.0
2019-06-13 17:01:07,101,57.0,101.0
2019-06-13 17:01:47,94,56.0,94.0
2019-06-13 17:02:07,93,56.0,91.0
2019-06-13 17:02:27,93,56.0,93.0
2019-06-13 17:02:47,93,56.0,91.0
2019-06-13 17:03:07,94,57.0,93.0
2019-06-13 17:03:27,94,57.0,88.0
2019-06-13 17:03:47,99,57.0,99.0
2019-06-13 17:04:07,106,57.0,110.0
2019-06-13 17:04:27,96,56.0,96.0
2019-06-13 17:05:07,101,57.0,101.0
2019-06-13 17:05:27,96,57.0,96.0
2019-06-13 17:05:47,101,57.0,102.0
2019-06-13 17:06:07,106,57.0,109.0
2019-06-13 17:06:48,93,56.0,93.0
2019-06-13 17:07:08,94,57.0,88.0
2019-06-13 17:07:28,94,57.0,88.0
2019-06-13 17:07:48,102,57.0,104.0
2019-06-13 17:08:08,104,57.0,106.0
2019-06-13 17:08:28,101,57.0,102.0
2019-06-13 17:08:48,109,58.0,114.0
2019-06-13 17:09:08,110,57.0,115.0
2019-06-13 17:09:28,101,57.0,101.0
2019-06-13 17:09:48,102,56.0,104.0
2019-06-13 17:10:08,99,56.0,99.0
2019-06-13 17:10:28,101,57.0,101.0
2019-06-13 17:10:48,99,56.0,99.0
2019-06-13 17:11:08,101,57.0,101.0
2019-06-13 17:11:29,106,57.0,110.0
2019-06-13 17:11:49,101,57.0,102.0
2019-06-13 17:12:09,101,56.0,101.0
2019-06-13 17:12:29,102,56.0,104.0
2019-06-13 17:12:49,101,57.0,101.0
2019-06-13 17:13:09,104,56.0,106.0
2019-06-13 17:13:29,102,56.0,104.0
2019-06-13 17:13:49,96,53.0,96.0
2019-06-13 17:14:09,89,53.0,89.0
2019-06-13 17:14:49,101,56.0,102.0
2019-06-13 17:15:09,98,56.0,98.0
2019-06-13 17:15:29,93,56.0,81.0
2019-06-13 17:15:49,93,56.0,91.0
2019-06-13 17:16:29,115,57.0,123.0
2019-06-13 17:16:49,93,56.0,93.0
2019-06-13 17:17:09,94,57.0,89.0
2019-06-13 17:17:29,93,56.0,89.0
2019-06-13 17:18:10,93,56.0,93.0
2019-06-13 17:18:30,98,57.0,98.0
2019-06-13 17:18:50,94,56.0,94.0
2019-06-13 17:19:10,88,53.0,88.0
2019-06-13 17:19:30,88,53.0,85.0
2019-06-13 17:19:50,93,56.0,93.0
2019-06-13 17:20:10,94,56.0,94.0
2019-06-13 17:20:30,101,57.0,102.0
2019-06-13 17:20:50,106,56.0,110.0
2019-06-13 17:21:10,96,56.0,96.0
2019-06-13 17:21:30,104,57.0,106.0
2019-06-13 17:21:50,96,56.0,96.0
2019-06-13 17:22:10,106,58.0,110.0
2019-06-13 17:22:30,113,60.0,120.0
2019-06-13 17:22:50,99,57.0,99.0
2019-06-13 17:23:31,96,56.0,96.0
2019-06-13 17:23:51,98,56.0,98.0
2019-06-13 17:24:11,106,57.0,109.0
2019-06-13 17:24:31,104,57.0,106.0
2019-06-13 17:25:11,98,57.0,98.0
2019-06-13 17:25:31,94,57.0,91.0
2019-06-13 17:25:51,108,57.0,112.0
2019-06-13 17:26:11,104,56.0,107.0
2019-06-13 17:26:31,93,56.0,89.0
2019-06-13 17:26:51,94,56.0,94.0
2019-06-13 17:27:11,93,56.0,93.0
2019-06-13 17:27:31,96,56.0,96.0
2019-06-13 17:27:51,96,57.0,96.0
2019-06-13 17:28:12,99,56.0,99.0
2019-06-13 17:28:32,96,56.0,96.0
2019-06-13 17:28:52,93,56.0,93.0
2019-06-13 17:29:12,93,56.0,89.0
2019-06-13 17:29:32,96,56.0,96.0
2019-06-13 17:29:52,102,56.0,104.0
2019-06-13 17:30:12,93,56.0,88.0
2019-06-13 17:30:32,93,56.0,88.0
2019-06-13 17:30:52,99,57.0,99.0
2019-06-13 17:31:32,93,56.0,89.0
2019-06-13 17:31:52,104,57.0,106.0
2019-06-13 17:32:12,104,58.0,106.0
2019-06-13 17:32:32,94,57.0,86.0
2019-06-13 17:33:13,94,57.0,88.0
2019-06-13 17:33:33,94,57.0,94.0
2019-06-13 17:33:53,102,57.0,104.0
2019-06-13 17:34:13,98,56.0,98.0
2019-06-13 17:34:33,102,57.0,104.0
2019-06-13 17:34:53,106,58.0,109.0
2019-06-13 17:35:13,109,57.0,114.0
2019-06-13 17:35:33,102,57.0,104.0
2019-06-13 17:35:53,102,56.0,104.0
2019-06-13 17:36:13,101,58.0,102.0
2019-06-13 17:36:33,98,58.0,98.0
2019-06-13 17:36:53,94,57.0,89.0
2019-06-13 17:37:13,93,56.0,89.0
2019-06-13 17:37:33,93,56.0,91.0
2019-06-13 17:37:54,94,57.0,91.0
2019-06-13 17:38:14,94,57.0,85.0
2019-06-13 17:38:34,96,57.0,96.0
2019-06-13 17:38:54,104,57.0,106.0
2019-06-13 17:39:14,99,58.0,99.0
2019-06-13 17:39:34,94,57.0,94.0
2019-06-13 17:39:54,99,57.0,99.0
2019-06-13 17:40:14,99,57.0,99.0
2019-06-13 17:40:34,94,57.0,89.0
2019-06-13 17:40:54,93,56.0,91.0
2019-06-13 17:41:14,94,57.0,93.0
2019-06-13 17:41:34,93,56.0,85.0
2019-06-13 17:41:54,88,53.0,85.0
2019-06-13 17:42:14,96,56.0,96.0
2019-06-13 17:42:34,93,56.0,91.0
2019-06-13 17:42:55,94,57.0,91.0
2019-06-13 17:43:15,98,57.0,98.0
2019-06-13 17:43:35,99,56.0,99.0
2019-06-13 17:43:55,96,57.0,96.0
2019-06-13 17:44:15,93,56.0,89.0
2019-06-13 17:44:35,94,57.0,94.0
2019-06-13 17:44:55,93,56.0,85.0
2019-06-13 17:45:15,93,56.0,83.0
2019-06-13 17:45:35,101,57.0,102.0
2019-06-13 17:46:15,93,56.0,86.0
2019-06-13 17:46:35,93,56.0,89.0
2019-06-13 17:46:55,94,57.0,85.0
2019-06-13 17:47:15,93,56.0,91.0
2019-06-13 17:47:55,94,57.0,94.0
2019-06-13 17:48:15,98,57.0,98.0
2019-06-13 17:48:35,104,57.0,106.0
2019-06-13 17:48:55,98,57.0,98.0
2019-06-13 17:49:16,101,56.0,101.0
2019-06-13 17:49:36,101,56.0,102.0
2019-06-13 17:49:56,106,56.0,110.0
2019-06-13 17:50:16,104,56.0,106.0
2019-06-13 17:50:36,96,56.0,96.0
2019-06-13 17:50:56,93,56.0,83.0
2019-06-13 17:51:16,93,56.0,86.0
2019-06-13 17:51:36,99,56.0,99.0
2019-06-13 17:51:56,99,56.0,99.0
2019-06-13 17:52:16,93,56.0,93.0
2019-06-13 17:52:36,98,56.0,98.0
2019-06-13 17:52:56,93,56.0,93.0
2019-06-13 17:53:16,91,53.0,91.0
2019-06-13 17:53:36,93,56.0,86.0
2019-06-13 17:53:56,93,56.0,85.0
2019-06-13 17:54:17,93,56.0,81.0
2019-06-13 17:54:37,94,56.0,94.0
2019-06-13 17:54:57,93,56.0,89.0
2019-06-13 17:55:17,93,56.0,86.0
2019-06-13 17:55:37,88,53.0,88.0
2019-06-13 17:55:57,88,53.0,83.0
2019-06-13 17:56:17,94,53.0,94.0
2019-06-13 17:56:37,93,56.0,88.0
2019-06-13 17:56:57,93,56.0,86.0
2019-06-13 17:57:17,93,56.0,91.0
2019-06-13 17:57:57,102,56.0,104.0
2019-06-13 17:58:17,91,53.0,91.0
2019-06-13 17:58:37,98,56.0,98.0
2019-06-13 17:58:57,94,56.0,94.0
2019-06-13 17:59:37,93,56.0,93.0
2019-06-13 17:59:57,93,56.0,86.0
2019-06-13 18:00:17,93,56.0,83.0
2019-06-13 18:00:37,94,57.0,88.0
2019-06-13 18:00:58,96,56.0,96.0
2019-06-13 18:01:18,94,56.0,94.0
2019-06-13 18:01:38,94,57.0,94.0
2019-06-13 18:01:58,93,56.0,89.0
2019-06-13 18:02:18,93,56.0,89.0
2019-06-13 18:02:38,94,56.0,94.0
2019-06-13 18:02:58,93,56.0,89.0
2019-06-13 18:03:18,93,56.0,78.0
2019-06-13 18:03:38,93,56.0,91.0
2019-06-13 18:03:58,93,56.0,86.0
